profile_id,age,gender,accent,scenario_id,file,duration,sentence,label,intensity
CLD_001_FR,young,male,Metropolitan,JH6_7,CLD_001_FR_JH6_7.wav,3.29425,"Sérieux, c'est mon nom qui sort ? J'y crois pas une seconde !",happy,5
CLD_001_FR,young,male,Metropolitan,JH6_8,CLD_001_FR_JH6_8.wav,4.45525,"On les a éclatés, quelle équipe les gars, on a tout donné jusqu'au bout !",happy,5
CLD_001_FR,young,male,Metropolitan,JL0_1,CLD_001_FR_JL0_1.wav,6.684375,"Bienvenue chez toi, mon grand, regarde, ça c'est ton coin et le canapé, ben... on verra plus tard.",happy,4
CLD_001_FR,young,male,Metropolitan,JL11_4,CLD_001_FR_JL11_4.wav,3.48,"Franchement j'osais même pas espérer un truc pareil, j'ai cartonné !",happy,4
CLD_001_FR,young,male,Metropolitan,JL20_5,CLD_001_FR_JL20_5.wav,3.990875,"Ça y est, elle est à moi, je peux enfin prendre le volant quand je veux !",happy,4
CLD_001_FR,young,male,Metropolitan,JL39_6,CLD_001_FR_JL39_6.wav,4.362375,"Franchement ça fait trop plaisir de tous vous revoir, on devrait faire ça plus souvent !",happy,4
CLD_001_FR,young,male,Metropolitan,JL7_2,CLD_001_FR_JL7_2.wav,3.5265,"Franchement, on s'est régalés, faut qu'on remette ça vite fait.",happy,4
CLD_001_FR,young,male,Metropolitan,JL9_3,CLD_001_FR_JL9_3.wav,5.523375,Tu te rappelles cette soirée où on a fini par danser jusqu'au bout de la nuit ? C'était quelque chose.,happy,4
CLD_001_FR,young,male,Metropolitan,NH17_4,CLD_001_FR_NH17_4.wav,17.713875,"Moi je prends le métro tous les jours, j'ai pas trop le choix avec le boulot en plein centre. Faut compter trois quarts d'heure de trajet, donc j'en profite pour écouter un podcast ou somnoler un peu. Quand il fait beau, ça m'arrive de finir le trajet à pied, juste pour prendre l'air. Mais bon, en hiver, je préfère rester au chaud dans la rame.",neutral,2
CLD_001_FR,young,male,Metropolitan,NH24_5,CLD_001_FR_NH24_5.wav,15.4615,"Bah hier j'ai pris des pâtes, du riz, les trucs de base quoi. J'ai aussi chopé des yaourts et un paquet de café parce que j'étais en rupture. Ah et des bananes, mais je sais déjà qu'elles vont noircir avant que je les mange. Rien de fou en vrai, juste le réassort de la semaine.",neutral,2
CLD_001_FR,young,male,Metropolitan,NH48_6,CLD_001_FR_NH48_6.wav,17.412,"Encore ce ciel tout gris, franchement ça donne pas envie de sortir. Le voisin d'en face a laissé son linge dehors, il va être trempé si ça se met à pleuvoir. Y a juste le chat du coin qui traîne sur le mur, lui au moins il a l'air tranquille. Bon, journée banale en perspective.",neutral,2
CLD_001_FR,young,male,Metropolitan,NH6_3,CLD_001_FR_NH6_3.wav,19.060625,"Honnêtement, je suis pas du matin, alors je traîne un peu sous la couette avant de me lever. Une fois debout, je file direct à la cuisine pour me faire un café, sans ça je suis bon à rien. Je jette un œil à mon téléphone, je check mes messages, et après je passe sous la douche. C'est toujours un peu pareil, mais ça me cadre la journée.",neutral,2
CLD_001_FR,young,male,Metropolitan,NL1_1,CLD_001_FR_NL1_1.wav,14.997125,"Alors, le lundi j'ai cours de neuf heures à midi, après c'est tranquille. Mardi soir j'ai mon entraînement de basket, ça c'est sacré. Et le jeudi y a la réunion de projet avec le groupe, qui finit jamais à l'heure d'ailleurs. Le reste du temps, je m'organise comme je veux.",neutral,2
CLD_001_FR,young,male,Metropolitan,NL21_2,CLD_001_FR_NL21_2.wav,14.7649375,"Le dernier truc que j'ai bouclé, c'était une analyse des données de vente pour le trimestre passé. Faut dire que c'était assez technique, plein de tableaux à recroiser. J'ai dû présenter ça en réunion, et franchement ça s'est bien passé. Le plus long, c'était de tout mettre au propre.",neutral,2
CLD_001_FR,young,male,Metropolitan,RH11_11,CLD_001_FR_RH11_11.wav,3.015625,"Sérieux, je l'ai eu ? J'étais persuadé d'avoir tout foiré.",relieved,4
CLD_001_FR,young,male,Metropolitan,RH18_12,CLD_001_FR_RH18_12.wav,4.2695,"C'est bon, on l'a notre maison ! J'y crois pas, on va pouvoir signer !",happy,5
CLD_001_FR,young,male,Metropolitan,RH21_13,CLD_001_FR_RH21_13.wav,2.4119375,"Pile à temps, j'ai cru que j'allais jamais boucler ça.",relieved,4
CLD_001_FR,young,male,Metropolitan,RH25_14,CLD_001_FR_RH25_14.wav,2.8763125,"Ah il était là, je le cherchais partout depuis ce matin !",relieved,4
CLD_001_FR,young,male,Metropolitan,RH2_10,CLD_001_FR_RH2_10.wav,2.458375,"Putain, c'est négatif, j'y crois pas, tout va bien en fait.",relieved,5
CLD_001_FR,young,male,Metropolitan,RH49_15,CLD_001_FR_RH49_15.wav,3.619375,Franchement ça me fait tellement de bien de te voir reprendre des couleurs comme ça.,relieved,4
CLD_001_FR,young,male,Metropolitan,RL0_1,CLD_001_FR_RL0_1.wav,3.5729375,"Te voilà enfin, j'ai cru qu'on te reverrait jamais !",relieved,5
CLD_001_FR,young,male,Metropolitan,RL12_6,CLD_001_FR_RL12_6.wav,5.1054375,"Ça y est, ils m'ont pris ! Tous ces mois à bosser comme un dingue, ça a fini par payer !",happy,5
CLD_001_FR,young,male,Metropolitan,RL17_7,CLD_001_FR_RL17_7.wav,1.9475,"Pile à l'heure, j'ai cru que j'allais le rater !",relieved,4
CLD_001_FR,young,male,Metropolitan,RL1_2,CLD_001_FR_RL1_2.wav,3.619375,"Franchement, j'aurais dû partir y a des mois, je respire enfin.",relieved,4
CLD_001_FR,young,male,Metropolitan,RL1_3,CLD_001_FR_RL1_3.wav,4.8268125,"Sérieux, je me voyais déjà galérer pendant des semaines, et en fait tout roule.",relieved,4
CLD_001_FR,young,male,Metropolitan,RL22_8,CLD_001_FR_RL22_8.wav,3.990875,"Sérieux ? Ça tombe vraiment au bon moment, je savais plus comment faire.",relieved,4
CLD_001_FR,young,male,Metropolitan,RL27_9,CLD_001_FR_RL27_9.wav,3.9444375,"C'est dingue, on va plus jamais se retrouver tous ensemble comme ça.",sad,4
CLD_001_FR,young,male,Metropolitan,RL7_4,CLD_001_FR_RL7_4.wav,3.3406875,"Enfin chez moi, j'enlève ces chaussures et je bouge plus du canapé.",relieved,3
CLD_001_FR,young,male,Metropolitan,RL7_5,CLD_001_FR_RL7_5.wav,3.6658125,"Putain, c'était qu'un rêve... mon cœur bat à mille à l'heure.",relieved,4
CLD_001_FR,young,male,Metropolitan,SH0_10,CLD_001_FR_SH0_10.wav,4.2695,"Il était là depuis que j'ai cinq ans, j'arrive même pas à imaginer la maison sans lui.",sad,4
CLD_001_FR,young,male,Metropolitan,SH19_12,CLD_001_FR_SH19_12.wav,5.059,"Attends, t'es sérieux là ? On peut pas en parler avant que tu décides un truc pareil ?",sad,4
CLD_001_FR,young,male,Metropolitan,SH28_13,CLD_001_FR_SH28_13.wav,3.805125,"Hé, ça va aller, je reste là, dis-moi juste ce que je peux faire.",sad,4
CLD_001_FR,young,male,Metropolitan,SH31_14,CLD_001_FR_SH31_14.wav,4.45525,"Sérieux, ça fait des semaines que j'attends ça et ils annulent du jour au lendemain.",sad,4
CLD_001_FR,young,male,Metropolitan,SH35_15,CLD_001_FR_SH35_15.wav,4.548125,C'est bizarre de me dire que je peux plus passer chez vous juste comme ça en cinq minutes.,sad,4
CLD_001_FR,young,male,Metropolitan,SH9_11,CLD_001_FR_SH9_11.wav,4.362375,"J'ai pas eu le temps de lui dire au revoir, c'est pas possible qu'il soit parti comme ça.",sad,5
CLD_001_FR,young,male,Metropolitan,SL18_4,CLD_001_FR_SL18_4.wav,6.870125,"Tout ce que j'avais construit ici, et là je me retrouve à devoir tout laisser, mes affaires entassées dans des cartons.",sad,4
CLD_001_FR,young,male,Metropolitan,SL1_1,CLD_001_FR_SL1_1.wav,3.2478125,"Attends, comme ça, du jour au lendemain, après tout ce que j'ai donné ?",angry,4
CLD_001_FR,young,male,Metropolitan,SL23_5,CLD_001_FR_SL23_5.wav,5.3840625,"J'essaie de t'expliquer ce que je ressens et toi tu balaies ça d'un revers de main, sérieux ?",angry,4
CLD_001_FR,young,male,Metropolitan,SL23_6,CLD_001_FR_SL23_6.wav,4.966125,"Après tout ce qu'on a traversé ensemble, tu me lâches comme ça, du jour au lendemain ?",sad,4
CLD_001_FR,young,male,Metropolitan,SL25_7,CLD_001_FR_SL25_7.wav,3.1549375,"Je l'avais encore hier, j'comprends pas où il a pu passer...",sad,4
CLD_001_FR,young,male,Metropolitan,SL39_8,CLD_001_FR_SL39_8.wav,2.92275,"Sérieux, ils y sont allés sans même me prévenir...",sad,3
CLD_001_FR,young,male,Metropolitan,SL45_9,CLD_001_FR_SL45_9.wav,3.9444375,"Tout ce temps tu me mentais en face, et moi j'y croyais encore.",angry,5
CLD_001_FR,young,male,Metropolitan,SL6_2,CLD_001_FR_SL6_2.wav,4.5945625,"Sérieux, tous ces mois d'entraînement pour finir sur le banc, j'y crois même pas.",sad,4
CLD_001_FR,young,male,Metropolitan,SL7_3,CLD_001_FR_SL7_3.wav,4.0373125,"Non mais c'est pas vrai, par terre tout ça alors que j'avais que ça en tête depuis ce matin.",angry,4
CLD_002_FR,young,male,Canadian,AH20_8,CLD_002_FR_AH20_8.wav,2.92275,"Ben voyons, elle me lâche en plein milieu de la route là?",angry,4
CLD_002_FR,young,male,Canadian,AH20_9,CLD_002_FR_AH20_9.wav,4.08375,"Eille, t'as vraiment pas regardé où tu t'en allais, c'est quoi ton problème là?",angry,4
CLD_002_FR,young,male,Canadian,AH23_10,CLD_002_FR_AH23_10.wav,4.362375,Toi qui m'avais juré que tu me cacherais jamais rien... j'sais même plus quoi penser là.,sad,4
CLD_002_FR,young,male,Canadian,AH23_11,CLD_002_FR_AH23_11.wav,2.6905625,"Sérieux, j'parle pis c'est comme si j'avais rien dit, là.",angry,3
CLD_002_FR,young,male,Canadian,AH26_12,CLD_002_FR_AH26_12.wav,4.2230625,"Voyons donc, c'est pas moi qui a faite ça, pourquoi tu m'mets ça su'l dos?",angry,4
CLD_002_FR,young,male,Canadian,AH33_13,CLD_002_FR_AH33_13.wav,3.48,"Là tu dis vraiment n'importe quoi, ça tient pas debout ton affaire.",angry,4
CLD_002_FR,young,male,Canadian,AH41_14,CLD_002_FR_AH41_14.wav,3.5265,"Hé, on parle pas comme ça aux gens, t'as appris ça où toi?",angry,3
CLD_002_FR,young,male,Canadian,AH44_15,CLD_002_FR_AH44_15.wav,2.644125,"Franchement là, y'est trois heures du matin, baisse-moi ça le son!",angry,4
CLD_002_FR,young,male,Canadian,AL0_1,CLD_002_FR_AL0_1.wav,2.8763125,"Hey, lâche ça tout de suite, tu vas te faire électrocuter!",angry,4
CLD_002_FR,young,male,Canadian,AL17_5,CLD_002_FR_AL17_5.wav,3.1549375,"Ben voyons, ça fait vingt minutes qu'on avance pas pantoute!",angry,4
CLD_002_FR,young,male,Canadian,AL17_6,CLD_002_FR_AL17_6.wav,3.619375,"Hé, c'est quoi ton problème? La file commence en arrière, là!",angry,4
CLD_002_FR,young,male,Canadian,AL1_2,CLD_002_FR_AL1_2.wav,4.4088125,"Là c'est encore moi qui dois ramasser tes dégâts, ça commence à faire pas mal trop souvent.",angry,4
CLD_002_FR,young,male,Canadian,AL1_3,CLD_002_FR_AL1_3.wav,5.0125625,"Voyons donc, c'est moi qui ai tout fait pis t'oses prendre le crédit devant tout le monde?",angry,4
CLD_002_FR,young,male,Canadian,AL42_7,CLD_002_FR_AL42_7.wav,3.015625,"Laisse-moi finir une phrase, juste une, pour voir.",angry,3
CLD_002_FR,young,male,Canadian,AL6_4,CLD_002_FR_AL6_4.wav,3.9444375,"Câline, on est en train de tout donner pis vous jouez comme si y avait rien en jeu!",angry,4
CLD_002_FR,young,male,Canadian,JH15_9,CLD_002_FR_JH15_9.wav,4.780375,"Mon Dieu, il est juste là dans mes bras pis il est tellement parfait, j'en reviens pas!",happy,5
CLD_002_FR,young,male,Canadian,JH16_10,CLD_002_FR_JH16_10.wav,4.362375,"Ça fait tellement de bien de respirer l'air frais comme ça, écoute juste les oiseaux!",happy,4
CLD_002_FR,young,male,Canadian,JH16_11,CLD_002_FR_JH16_11.wav,4.6875,"Wow, regarde l'architecture des bâtiments, on a vraiment rien de pareil chez nous!",happy,4
CLD_002_FR,young,male,Canadian,JH29_12,CLD_002_FR_JH29_12.wav,4.08375,"On l'a vraiment fait, t'es ma femme astheure pis j'en reviens juste pas!",happy,5
CLD_002_FR,young,male,Canadian,JH32_13,CLD_002_FR_JH32_13.wav,4.45525,"Câline que ça m'a manqué de te voir, viens icitte que je te serre dans mes bras!",happy,5
CLD_002_FR,young,male,Canadian,JH42_14,CLD_002_FR_JH42_14.wav,4.8268125,"Ostie qu'il a livré en show à soir, j'en reviens pas encore que je l'ai vu en vrai!",happy,5
CLD_002_FR,young,male,Canadian,JH46_15,CLD_002_FR_JH46_15.wav,5.337625,"Voyons donc, t'as vraiment pensé à ça pour moi? Je sais pas quoi dire, ça me touche en plein cœur.",happy,4
CLD_002_FR,young,male,Canadian,JH6_7,CLD_002_FR_JH6_7.wav,3.5729375,"Ben voyons donc, j'ai vraiment gagné? J'en reviens pas pantoute!",happy,5
CLD_002_FR,young,male,Canadian,JH6_8,CLD_002_FR_JH6_8.wav,3.805125,"On l'a eue, les gars! Quelle game incroyable, j'ai jamais douté une seconde!",happy,5
CLD_002_FR,young,male,Canadian,JL0_1,CLD_002_FR_JL0_1.wav,6.2664375,"Eille, regarde-le explorer partout, y'est trop mignon, j'pense qu'on va super bien s'entendre toi pis moi!",happy,4
CLD_002_FR,young,male,Canadian,JL11_4,CLD_002_FR_JL11_4.wav,3.5729375,"Franchement, j'avais peur de couler pis j'ai eu la meilleure note de la classe!",happy,5
CLD_002_FR,young,male,Canadian,JL20_5,CLD_002_FR_JL20_5.wav,2.737,"Check ça, c'est mon char à moi, j'arrive pas à y croire!",happy,5
CLD_002_FR,young,male,Canadian,JL39_6,CLD_002_FR_JL39_6.wav,3.29425,"Ça fait tellement longtemps qu'on s'est pas tous vus, c'est malade!",happy,4
CLD_002_FR,young,male,Canadian,JL7_2,CLD_002_FR_JL7_2.wav,4.641,"Franchement, ça faisait longtemps qu'on s'était pas réunis de même, le repas était vraiment écœurant!",happy,4
CLD_002_FR,young,male,Canadian,JL9_3,CLD_002_FR_JL9_3.wav,4.2695,Te rappelles-tu de notre voyage à Québec? On a tellement ri qu'on en avait mal aux joues!,happy,4
CLD_002_FR,young,male,Canadian,NH17_4,CLD_002_FR_NH17_4.wav,18.271125,"Moi je prends le bus la plupart du temps, y'a un arrêt juste au coin de ma rue. Des fois quand il fait beau, je marche, ça me prend genre vingt minutes pis ça me réveille. L'hiver par exemple, oublie ça, je gèle ben raide alors je reste collé sur le transport en commun. C'est pas le plus rapide mais au moins j'ai pas à m'occuper du trafic.",neutral,2
CLD_002_FR,young,male,Canadian,NH24_5,CLD_002_FR_NH24_5.wav,17.59775,"Hier j'suis passé chercher juste deux-trois affaires pis j'suis ressorti avec un panier plein, comme d'habitude. J'ai pris du lait, des œufs, du pain pis une grosse poche de pommes parce qu'elles étaient en spécial. Ah pis j'me suis laissé tenter par des chips au vinaigre aussi, ça paraît que j'avais faim en faisant l'épicerie.",neutral,2
CLD_002_FR,young,male,Canadian,NH48_6,CLD_002_FR_NH48_6.wav,17.43525,"Ah pis là y'a le soleil qui commence à percer entre les nuages, c'est vraiment beau. Les arbres en avant ont toutes leurs feuilles qui virent au rouge, on dirait que l'automne est rendu pour de vrai. Y'a même un p'tit écureuil qui court su'l gazon, mets-en qu'il est occupé lui. Belle journée pour aller prendre une marche.",happy,3
CLD_002_FR,young,male,Canadian,NH6_3,CLD_002_FR_NH6_3.wav,16.529625,"Honnêtement, le matin je suis pas mal sur le pilote automatique. Je me lève, je pars la cafetière pis je checke mon téléphone deux minutes. Après je prends une douche rapide pis je déjeune en regardant les nouvelles. Rien de bien excitant, mais ça me met dans le bon mood pour la journée.",neutral,2
CLD_002_FR,young,male,Canadian,NL1_1,CLD_002_FR_NL1_1.wav,18.01575,"Ouf, j'ai trois cours le lundi pis le mercredi, faque c'est pas mal chargé en début de semaine. Après ça j'ai ma réunion d'équipe le jeudi matin, pis le vendredi je travaille à la job. Le weekend c'est tranquille, sauf quand j'ai des travaux à finir. Honnêtement, mon horaire est correct, juste un peu serré.",neutral,2
CLD_002_FR,young,male,Canadian,NL21_2,CLD_002_FR_NL21_2.wav,16.158125,"Ah, mon dernier projet c'était une analyse sur l'impact des médias sociaux sur les jeunes. J'ai dû ramasser pas mal de données pis faire des graphiques, c'était quand même long. Le pire c'était la mise en page, ça m'a pris une éternité. Mais au final je suis content du résultat, ça rendait bien.",neutral,2
CLD_002_FR,young,male,Canadian,RH11_11,CLD_002_FR_RH11_11.wav,3.8515625,"J'capote, j'étais sûr de l'avoir coulé pis finalement je passe!",happy,5
CLD_002_FR,young,male,Canadian,RH18_12,CLD_002_FR_RH18_12.wav,4.1301875,"On l'a, notre maison! J'arrive même pas à y croire, faut que j'appelle tout le monde!",happy,5
CLD_002_FR,young,male,Canadian,RH21_13,CLD_002_FR_RH21_13.wav,3.9444375,"Ouf, juste à temps! Encore deux minutes pis j'étais cuit.",relieved,4
CLD_002_FR,young,male,Canadian,RH25_14,CLD_002_FR_RH25_14.wav,2.8763125,"Ah enfin, je le cherchais partout depuis ce matin!",relieved,4
CLD_002_FR,young,male,Canadian,RH2_10,CLD_002_FR_RH2_10.wav,5.523375,"Négatif... mon doux, j'ai jamais été aussi content d'entendre ce mot-là de toute ma vie.",relieved,5
CLD_002_FR,young,male,Canadian,RH49_15,CLD_002_FR_RH49_15.wav,4.362375,"Ah, ça me fait tellement de bien de te voir sur pied, j'étais vraiment pas tranquille!",relieved,4
CLD_002_FR,young,male,Canadian,RL0_1,CLD_002_FR_RL0_1.wav,3.5729375,"Mon Dieu, t'es revenu! J'pensais jamais te revoir, mon vieux.",relieved,5
CLD_002_FR,young,male,Canadian,RL12_6,CLD_002_FR_RL12_6.wav,3.48,"Yes! Ils m'ont pris, toute c'te job-là valait la peine!",happy,5
CLD_002_FR,young,male,Canadian,RL17_7,CLD_002_FR_RL17_7.wav,2.4119375,"Ouf, deux minutes de plus pis j'le manquais!",relieved,4
CLD_002_FR,young,male,Canadian,RL1_2,CLD_002_FR_RL1_2.wav,3.619375,"Enfin parti de cette place-là, j'aurais dû lâcher ça ben avant.",relieved,4
CLD_002_FR,young,male,Canadian,RL1_3,CLD_002_FR_RL1_3.wav,4.6875,"Ah ben là, tu m'enlèves tout un poids des épaules, je pensais vraiment que j'étais cuit.",relieved,4
CLD_002_FR,young,male,Canadian,RL22_8,CLD_002_FR_RL22_8.wav,4.5945625,"Aweille donc, ça tombe en plein le bon moment, j'avais vraiment besoin de ça!",relieved,4
CLD_002_FR,young,male,Canadian,RL27_9,CLD_002_FR_RL27_9.wav,4.0373125,"Ça y est, c'est fini... j'pensais jamais que ce moment-là arriverait pour vrai.",sad,4
CLD_002_FR,young,male,Canadian,RL7_4,CLD_002_FR_RL7_4.wav,4.362375,"Enfin chez nous, j'ai juste envie de m'écraser sur le sofa pis bouger plus.",neutral,3
CLD_002_FR,young,male,Canadian,RL7_5,CLD_002_FR_RL7_5.wav,4.7339375,"Ah ben coudonc, c'était juste un rêve... mon cœur bat encore à cent milles à l'heure.",relieved,4
CLD_002_FR,young,male,Canadian,SH0_10,CLD_002_FR_SH0_10.wav,4.548125,"Ah non... pas mon p'tit Max, il était là depuis que j'suis tout p'tit.",sad,4
CLD_002_FR,young,male,Canadian,SH19_12,CLD_002_FR_SH19_12.wav,3.8515625,"Attends, t'es sérieuse là? Après tout ce temps tu me lâches comme ça?",sad,4
CLD_002_FR,young,male,Canadian,SH28_13,CLD_002_FR_SH28_13.wav,3.48,"Hey, dis-moi ce que je peux faire, je veux pas te voir comme ça.",sad,4
CLD_002_FR,young,male,Canadian,SH31_14,CLD_002_FR_SH31_14.wav,5.4305,"Voyons donc, ça faisait des semaines que j'attendais ça, pis là ça tombe à l'eau comme ça?",sad,4
CLD_002_FR,young,male,Canadian,SH35_15,CLD_002_FR_SH35_15.wav,4.4088125,"Ça va être tellement vide ici sans eux autres, j'sais même pas comment j'vais faire.",sad,4
CLD_002_FR,young,male,Canadian,SH9_11,CLD_002_FR_SH9_11.wav,2.644125,J'arrive même pas à réaliser qu'on le reverra plus jamais...,sad,5
CLD_002_FR,young,male,Canadian,SL18_4,CLD_002_FR_SL18_4.wav,4.176625,"Faut que je sois sorti de l'appart avant la fin du mois, j'sais même pas où je vais aller.",sad,4
CLD_002_FR,young,male,Canadian,SL1_1,CLD_002_FR_SL1_1.wav,5.24475,"Comment ça vous mettez fin à mon contrat? Après tout ce que j'ai donné, c'est ça que je récolte?",angry,4
CLD_002_FR,young,male,Canadian,SL23_5,CLD_002_FR_SL23_5.wav,4.2230625,"J'pensais que t'allais comprendre, mais t'as juste balayé ça comme si c'était rien.",sad,3
CLD_002_FR,young,male,Canadian,SL23_6,CLD_002_FR_SL23_6.wav,2.829875,"Après toute ces années, tu fais comme si j'existais même pas.",sad,4
CLD_002_FR,young,male,Canadian,SL25_7,CLD_002_FR_SL25_7.wav,3.48,"Voyons, je l'avais juste là il y a deux minutes, où est-ce qu'il a passé...",sad,4
CLD_002_FR,young,male,Canadian,SL39_8,CLD_002_FR_SL39_8.wav,3.5729375,"Sérieux, ils sont sortis sans même me texter une seule fois...",sad,3
CLD_002_FR,young,male,Canadian,SL45_9,CLD_002_FR_SL45_9.wav,3.4335625,"Pendant tout ce temps tu me regardais dans les yeux pis tu me mentais, c'est ça?",angry,5
CLD_002_FR,young,male,Canadian,SL6_2,CLD_002_FR_SL6_2.wav,4.641,"Tout ce temps d'entraînement pour me faire dire que je suis pas pris... franchement, j'comprends pas.",sad,4
CLD_002_FR,young,male,Canadian,SL7_3,CLD_002_FR_SL7_3.wav,6.312875,"Voyons donc, juste là, par terre, après toute c'te journée-là... j'avais tellement faim en plus.",angry,4
CLD_003_FR,young,male,European,AH20_8,CLD_003_FR_AH20_8.wav,3.0620625,"Non mais c'est pas vrai, elle me lâche là, en plein milieu de la route ?",angry,4
CLD_003_FR,young,male,European,AH20_9,CLD_003_FR_AH20_9.wav,2.7834375,"Mais t'as fait quoi là, t'as même pas regardé avant de tourner ?!",angry,4
CLD_003_FR,young,male,European,AH23_10,CLD_003_FR_AH23_10.wav,2.737,"Toi entre tous, j'aurais jamais cru que tu me ferais ça.",sad,4
CLD_003_FR,young,male,European,AH23_11,CLD_003_FR_AH23_11.wav,4.362375,"Sérieux, vous pouvez au moins écouter ce que j'ai à dire avant de balayer tout d'un revers de main ?",angry,4
CLD_003_FR,young,male,European,AH26_12,CLD_003_FR_AH26_12.wav,3.71225,"Attends, j'étais même pas là quand c'est arrivé, comment tu peux me coller ça sur le dos ?",angry,4
CLD_003_FR,young,male,European,AH33_13,CLD_003_FR_AH33_13.wav,4.3159375,"Mais tu t'entends parler, là ? Rien de ce que tu dis n'a le moindre sens.",angry,4
CLD_003_FR,young,male,European,AH41_14,CLD_003_FR_AH41_14.wav,3.3406875,"Hé, on ne parle pas comme ça aux gens, où tu as appris ça ?",angry,3
CLD_003_FR,young,male,European,AH44_15,CLD_003_FR_AH44_15.wav,3.71225,"Sérieux, il est trois heures du mat, tu comptes faire ça encore longtemps ?",angry,3
CLD_003_FR,young,male,European,AL0_1,CLD_003_FR_AL0_1.wav,2.7834375,"Hé, non, lâche ça tout de suite, tu vas t'électrocuter !",angry,4
CLD_003_FR,young,male,European,AL17_5,CLD_003_FR_AL17_5.wav,3.2478125,"Ça fait vingt minutes qu'on a pas bougé d'un mètre, c'est pas possible.",angry,4
CLD_003_FR,young,male,European,AL17_6,CLD_003_FR_AL17_6.wav,3.2478125,"Eh oh, y a une file ici, tu te crois où exactement ?",angry,4
