profile_id,age,gender,accent,scenario_id,file,duration,sentence,label,intensity
CLD_002_PT,young,male,Nordestino,JH16_11,CLD_002_PT_JH16_11.wav,8.216875,"Cara, é tudo tão diferente daqui, até o jeito que as pessoas andam na rua me chama atenção. Tô doido pra explorar cada cantinho.",happy,4
CLD_002_PT,young,male,Nordestino,JH29_12,CLD_002_PT_JH29_12.wav,7.845375,"Mainha, senta que eu tenho uma novidade: eu vou casar! Ainda não caiu a ficha que vamos passar a vida inteira juntos.",happy,5
CLD_002_PT,young,male,Nordestino,JH32_13,CLD_002_PT_JH32_13.wav,5.61625,"Meu amor, finalmente! Que saudade desgraçada que eu tava de te abraçar assim.",happy,5
CLD_002_PT,young,male,Nordestino,JH42_14,CLD_002_PT_JH42_14.wav,5.802,"Caramba, eu esperei tanto por isso e tá muito melhor do que eu imaginava, que noite!",happy,5
CLD_002_PT,young,male,Nordestino,JH46_15,CLD_002_PT_JH46_15.wav,6.22,"Gente, você lembrou mesmo disso? Não tinha que ter feito tudo isso por mim, fiquei até sem graça!",happy,4
CLD_002_PT,young,male,Nordestino,JH6_7,CLD_002_PT_JH6_7.wav,5.61625,"Eita, ganhei mesmo?! Nunca tinha levado nada na vida, e logo agora deu certo!",happy,5
CLD_002_PT,young,male,Nordestino,JH6_8,CLD_002_PT_JH6_8.wav,4.6875,"Aí sim, rapaz! Jogamos demais hoje, ninguém segurou a gente!",happy,5
CLD_002_PT,young,male,Nordestino,JL0_1,CLD_002_PT_JL0_1.wav,5.151875,"Olha só que coisinha mais linda, vem cá, agora essa casa é tua também!",happy,4
CLD_002_PT,young,male,Nordestino,JL11_4,CLD_002_PT_JL11_4.wav,4.6875,"Rapaz, tirei a maior nota da turma! Tanto esforço valeu cada minuto.",happy,5
CLD_002_PT,young,male,Nordestino,JL20_5,CLD_002_PT_JL20_5.wav,6.6379375,"Cara, ele tá ali na garagem, é meu mesmo! Demorei pra acreditar quando peguei a chave na mão.",happy,5
CLD_002_PT,young,male,Nordestino,JL39_6,CLD_002_PT_JL39_6.wav,5.151875,"Rapaz, faz tempo que a gente não se juntava todo mundo assim, tô curtindo demais!",happy,4
CLD_002_PT,young,male,Nordestino,JL7_2,CLD_002_PT_JL7_2.wav,5.4769375,"Rapaz, faz tempo que eu não comia uma coisa tão boa, comi até passar da conta!",happy,4
CLD_002_PT,young,male,Nordestino,JL9_3,CLD_002_PT_JL9_3.wav,7.5203125,"Cara, lembra daquele dia que a gente passou a tarde inteira rindo à toa na praça? Saudade boa dessa época.",happy,4
CLD_002_PT,young,male,Nordestino,NH17_4,CLD_002_PT_NH17_4.wav,16.158125,"Pego o ônibus ali na esquina, sempre uns dez pras sete. Quando dá certo, vou conversando com um pessoal que pega no mesmo ponto, aí o tempo passa mais rápido. Tem dia que tá lotado e tenho que ir em pé, mas já me acostumei. No fim, chego no trabalho numa boa.",neutral,2
CLD_002_PT,young,male,Nordestino,NH24_5,CLD_002_PT_NH24_5.wav,14.4863125,"Comprei o básico mesmo, arroz, feijão, um pouco de carne pro almoço. Peguei também umas frutas que tavam em promoção, banana e mamão. Ah, e não esqueci do café, que lá em casa não pode faltar de jeito nenhum.",neutral,2
CLD_002_PT,young,male,Nordestino,NH48_6,CLD_002_PT_NH48_6.wav,16.8083125,"Daqui da janela dá pra ver aquela árvore grande no meio da rua, toda florida agora. Tem uns meninos jogando bola na calçada, fazendo a maior algazarra. E lá no fundo o céu tá ficando alaranjado, sinal que o dia tá acabando. Não troco essa vista por nada não.",happy,3
CLD_002_PT,young,male,Nordestino,NH6_3,CLD_002_PT_NH6_3.wav,17.319125,"Rapaz, acordo cedo demais, lá pelas seis. A primeira coisa que faço é tomar um café bem forte, senão nem funciono. Depois dou uma olhada no celular, vejo as mensagens e já vou me arrumando pra começar o dia. Nada muito diferente, mas gosto da minha manhã tranquila assim.",neutral,2
CLD_002_PT,young,male,Nordestino,NL1_1,CLD_002_PT_NL1_1.wav,18.0621875,"Rapaz, segunda eu tenho aula de inglês de manhã cedo, aí terça é reunião com a galera do projeto. Quarta fica livre, graças a Deus. Quinta tem a academia que eu sempre acabo enrolando pra ir, e sexta tem aquele compromisso da igreja com a minha família. Toda semana é a mesma correria.",neutral,2
CLD_002_PT,young,male,Nordestino,NL21_2,CLD_002_PT_NL21_2.wav,16.343875,"O último foi um trabalho sobre energia solar, sabe? Tive que pesquisar um monte de coisa sobre painel, custo de instalação, essas paradas. No fim ficou maneiro, até apresentei pra turma e o professor curtiu bastante. Deu trabalho, mas valeu a pena.",neutral,2
CLD_002_PT,young,male,Nordestino,RH11_11,CLD_002_PT_RH11_11.wav,4.8268125,"Eita, passei mesmo?! Achei que tinha mandado tudo errado, não acredito nisso!",happy,5
CLD_002_PT,young,male,Nordestino,RH18_12,CLD_002_PT_RH18_12.wav,7.19525,"Rapaz, saiu a aprovação! Agora é começar a planejar como vai ficar cada cantinho daquela casa!",happy,5
CLD_002_PT,young,male,Nordestino,RH21_13,CLD_002_PT_RH21_13.wav,5.0125625,"Ufa, consegui entregar bem em cima da hora! Achei que não ia dar tempo.",relieved,4
CLD_002_PT,young,male,Nordestino,RH25_14,CLD_002_PT_RH25_14.wav,3.8515625,"Achei, meu Deus! Tava aqui o tempo todo e eu nem vi.",relieved,4
CLD_002_PT,young,male,Nordestino,RH2_10,CLD_002_PT_RH2_10.wav,7.102375,"Graças a Deus, deu negativo! Eu tava esperando essa notícia há semanas, agora consigo respirar de novo.",relieved,5
CLD_002_PT,young,male,Nordestino,RH49_15,CLD_002_PT_RH49_15.wav,5.0125625,"Graças a Deus, ele já tá com a cor no rosto de novo. Tava com tanto medo.",relieved,4
CLD_002_PT,young,male,Nordestino,RL0_1,CLD_002_PT_RL0_1.wav,6.870125,"Ô bichinho danado, voltou pra casa! Cê não sabe o sufoco que eu passei te procurando!",happy,5
CLD_002_PT,young,male,Nordestino,RL12_6,CLD_002_PT_RL12_6.wav,6.4521875,"Eu consegui, rapaz! Todo esse esforço valeu a pena, mal posso acreditar que é real!",happy,5
CLD_002_PT,young,male,Nordestino,RL17_7,CLD_002_PT_RL17_7.wav,4.87325,"Ufa, cheguei bem em cima! Mais um minutinho e eu tinha perdido.",relieved,4
CLD_002_PT,young,male,Nordestino,RL1_2,CLD_002_PT_RL1_2.wav,5.1054375,"Pronto, mandei o pedido e tirei esse peso das costas. Agora respiro de novo!",relieved,4
CLD_002_PT,young,male,Nordestino,RL1_3,CLD_002_PT_RL1_3.wav,5.523375,"Eita, ainda bem que era só um susto, achei mesmo que tinha me ferrado dessa vez!",relieved,4
CLD_002_PT,young,male,Nordestino,RL22_8,CLD_002_PT_RL22_8.wav,4.6875,"Caramba, caiu do céu! Era exatamente o que eu tava precisando agora.",happy,4
CLD_002_PT,young,male,Nordestino,RL27_9,CLD_002_PT_RL27_9.wav,7.9846875,"Rapaz, parece que foi ontem que eu cheguei aqui perdido, e agora é a última vez que vou passar por essa porta.",sad,4
CLD_002_PT,young,male,Nordestino,RL7_4,CLD_002_PT_RL7_4.wav,5.523375,"Ah, finalmente em casa, tava doido pra largar essa mochila e desabar no sofá.",relieved,4
CLD_002_PT,young,male,Nordestino,RL7_5,CLD_002_PT_RL7_5.wav,4.548125,"Graças a Deus foi só sonho, meu coração tá disparado até agora.",relieved,4
CLD_002_PT,young,male,Nordestino,SH0_10,CLD_002_PT_SH0_10.wav,6.4521875,"Não pode ser... ele tava comigo desde quando eu era pequeno, como é que eu vou acostumar com a casa vazia agora?",sad,5
CLD_002_PT,young,male,Nordestino,SH19_12,CLD_002_PT_SH19_12.wav,6.6379375,"Espera, você tá falando sério? Eu achei que a gente tava bem, que tava resolvendo as coisas...",sad,4
CLD_002_PT,young,male,Nordestino,SH28_13,CLD_002_PT_SH28_13.wav,5.24475,"Meu Deus, o que foi que aconteceu com você? Vem cá, deixa eu te ajudar com isso.",sad,4
CLD_002_PT,young,male,Nordestino,SH31_14,CLD_002_PT_SH31_14.wav,5.1054375,"Ah, não acredito que cancelaram justo agora, eu tava contando os dias pra isso.",sad,4
CLD_002_PT,young,male,Nordestino,SH35_15,CLD_002_PT_SH35_15.wav,6.3593125,"Pô, é estranho acordar e não ter ninguém pra tomar café junto, tô sentindo falta de todo mundo já.",sad,4
CLD_002_PT,young,male,Nordestino,SH9_11,CLD_002_PT_SH9_11.wav,6.870125,"Eu nem consegui me despedir direito... ainda ontem a gente tava conversando, como é que isso aconteceu tão rápido?",sad,5
CLD_002_PT,young,male,Nordestino,SL18_4,CLD_002_PT_SL18_4.wav,6.5450625,"Doeu deixar essa casa, mano... tantas lembranças aqui dentro, e agora vou ter que recomeçar tudo de novo.",sad,4
CLD_002_PT,young,male,Nordestino,SL1_1,CLD_002_PT_SL1_1.wav,4.966125,"Como assim me mandaram embora? Eu dei meu sangue por essa empresa, cara...",sad,4
CLD_002_PT,young,male,Nordestino,SL23_5,CLD_002_PT_SL23_5.wav,7.1488125,"Pô, eu abri o coração contigo e você simplesmente fez de conta que não era nada... esperava mais de você.",sad,3
CLD_002_PT,young,male,Nordestino,SL23_6,CLD_002_PT_SL23_6.wav,6.77725,"Sério mesmo que você vai sair andando sem nem me ouvir? Depois de tudo, é assim que termina?",sad,4
CLD_002_PT,young,male,Nordestino,SL25_7,CLD_002_PT_SL25_7.wav,6.22,"Cara, procurei em tudo quanto é canto e nada... eu gostava demais daquilo, não tem como repor.",sad,4
CLD_002_PT,young,male,Nordestino,SL39_8,CLD_002_PT_SL39_8.wav,5.24475,Sério que vocês saíram sem mim? E eu fiquei aqui achando que ia rolar...,sad,4
CLD_002_PT,young,male,Nordestino,SL45_9,CLD_002_PT_SL45_9.wav,6.127125,Como assim você fez isso comigo? Eu confiei em você esse tempo todo e era tudo mentira?,angry,5
CLD_002_PT,young,male,Nordestino,SL6_2,CLD_002_PT_SL6_2.wav,7.7525,"Treinei meses pra isso e nem me deram uma chance de mostrar o que aprendi... ficou de fora assim, sem mais nem menos?",sad,4
CLD_002_PT,young,male,Nordestino,SL7_3,CLD_002_PT_SL7_3.wav,5.4305,"Ah, não... era só isso que eu queria comer e foi tudo pro chão.",sad,4
CLD_003_PT,young,male,Baiano,AH20_8,CLD_003_PT_AH20_8.wav,4.5016875,"Ah, não, logo agora? Parou tudo do nada, nem deu sinal de nada!",angry,4
CLD_003_PT,young,male,Baiano,AH20_9,CLD_003_PT_AH20_9.wav,5.8484375,"Ô meu irmão, você não tá olhando pra onde dirige não? Acabou de pegar bem na lateral!",angry,5
CLD_003_PT,young,male,Baiano,AH23_10,CLD_003_PT_AH23_10.wav,6.3593125,"Logo você, cara? Eu confiava em tudo que você me dizia, e agora descubro que era mentira.",sad,4
CLD_003_PT,young,male,Baiano,AH23_11,CLD_003_PT_AH23_11.wav,4.45525,"Pô, eu também tô falando aqui, ô! Será que dá pra me escutar pelo menos uma vez?",angry,4
CLD_003_PT,young,male,Baiano,AH26_12,CLD_003_PT_AH26_12.wav,4.780375,"Calma aí, isso não foi eu! Por que você já tá jogando isso na minha conta sem nem perguntar?",angry,4
CLD_003_PT,young,male,Baiano,AH33_13,CLD_003_PT_AH33_13.wav,4.4088125,"Para de inventar coisa que nem aconteceu, você nem tá me escutando direito!",angry,4
CLD_003_PT,young,male,Baiano,AH41_14,CLD_003_PT_AH41_14.wav,3.4335625,"Calma aí, pequeno, quem te ensinou a falar assim com os outros?",neutral,2
CLD_003_PT,young,male,Baiano,AH44_15,CLD_003_PT_AH44_15.wav,3.387125,"Ô meu irmão, já passou da meia-noite, dá pra abaixar isso aí?",angry,3
CLD_003_PT,young,male,Baiano,AL0_1,CLD_003_PT_AL0_1.wav,4.45525,"Larga isso agora, menino! Você vai levar um choque desse jeito!",angry,4
CLD_003_PT,young,male,Baiano,AL17_5,CLD_003_PT_AL17_5.wav,5.709125,"Não acredito que tô parado aqui há meia hora e não andei nem um metro, vou me atrasar de novo.",angry,3
CLD_003_PT,young,male,Baiano,AL17_6,CLD_003_PT_AL17_6.wav,4.9196875,"Ô amigo, a fila começa lá atrás, viu? Todo mundo aqui tá esperando faz tempo.",angry,4
CLD_003_PT,young,male,Baiano,AL1_2,CLD_003_PT_AL1_2.wav,4.9196875,"Mais uma vez sobra pra mim, né? Toda vez que tu vacila, quem fica mal na fita é eu.",angry,4
CLD_003_PT,young,male,Baiano,AL1_3,CLD_003_PT_AL1_3.wav,6.6379375,"Calma aí, fui eu que passei a madrugada nesse projeto e agora você chega na frente do chefe e fala como se fosse seu?",angry,4
CLD_003_PT,young,male,Baiano,AL42_7,CLD_003_PT_AL42_7.wav,3.805125,"Pera aí, deixa eu terminar de falar primeiro, depois você fala o que quiser.",angry,3
CLD_003_PT,young,male,Baiano,AL6_4,CLD_003_PT_AL6_4.wav,5.24475,"Gente, presta atenção no mapa! Tá todo mundo morrendo sozinho enquanto eu seguro o time aqui.",angry,4
CLD_003_PT,young,male,Baiano,JH15_9,CLD_003_PT_JH15_9.wav,5.1983125,"Meu filho... ele tá aqui, finalmente chegou! Olha que coisinha mais perfeita.",happy,5
CLD_003_PT,young,male,Baiano,JH16_10,CLD_003_PT_JH16_10.wav,5.523375,"Cara, respira esse ar aqui! Não tem nada melhor do que sumir no meio do verde assim.",happy,4
CLD_003_PT,young,male,Baiano,JH16_11,CLD_003_PT_JH16_11.wav,5.3840625,"Caraca, olha o tamanho dessa praça! Acho que vou me perder de tanto que tem coisa pra ver aqui.",happy,4
CLD_003_PT,young,male,Baiano,JH29_12,CLD_003_PT_JH29_12.wav,6.312875,"Cara, a gente vai casar mesmo! Ainda não caiu a ficha que a partir de agora é eu e você pra vida toda.",happy,5
CLD_003_PT,young,male,Baiano,JH32_13,CLD_003_PT_JH32_13.wav,5.1983125,"Que saudade danada, meu! Deixa eu te abraçar logo, fiquei tanto tempo esperando esse momento.",happy,5
CLD_003_PT,young,male,Baiano,JH42_14,CLD_003_PT_JH42_14.wav,5.8949375,"Cara, ele cantou bem na minha frente, eu tô passado! Esse momento eu vou levar pro resto da vida.",happy,5
CLD_003_PT,young,male,Baiano,JH46_15,CLD_003_PT_JH46_15.wav,5.0125625,"Velho, você lembrou mesmo disso? Não tinha como me dar nada melhor, juro!",happy,4
CLD_003_PT,young,male,Baiano,JH6_7,CLD_003_PT_JH6_7.wav,4.3159375,"Eita, eu ganhei mesmo?! Nem tava acreditando que esse número era o meu!",happy,5
CLD_003_PT,young,male,Baiano,JH6_8,CLD_003_PT_JH6_8.wav,5.6626875,"Aê, é campeão! Lutamos demais por essa vitória, ninguém segura a gente hoje!",happy,5
CLD_003_PT,young,male,Baiano,JL0_1,CLD_003_PT_JL0_1.wav,4.8268125,"Ó ele cheirando tudo, já tá se achando o dono da casa! Vem cá, neguinho.",happy,4
CLD_003_PT,young,male,Baiano,JL11_4,CLD_003_PT_JL11_4.wav,5.059,"Gente, eu gabaritei! Estudei feito louco e valeu cada minuto, mano!",happy,5
CLD_003_PT,young,male,Baiano,JL20_5,CLD_003_PT_JL20_5.wav,5.3840625,"Olha esse brilho, véi, é meu, tá no meu nome e tudo! Agora é só pegar a estrada e sair por aí!",happy,5
CLD_003_PT,young,male,Baiano,JL39_6,CLD_003_PT_JL39_6.wav,6.127125,"Aê, finalmente todo mundo junto de novo! Tava com saudade dessa galera, viu.",happy,4
CLD_003_PT,young,male,Baiano,JL7_2,CLD_003_PT_JL7_2.wav,6.127125,"Rapaz, faz tempo que eu não comia uma comida tão boa assim, e ainda com todo mundo reunido na mesa!",happy,4
CLD_003_PT,young,male,Baiano,JL9_3,CLD_003_PT_JL9_3.wav,7.2416875,"Cara, lembra daquela tarde que a gente ficou horas conversando na varanda da sua avó? Sinto falta demais desses tempos.",happy,4
CLD_003_PT,young,male,Baiano,NH17_4,CLD_003_PT_NH17_4.wav,13.9754375,"Geralmente vou de bicicleta, sabe? Pego uma rua mais tranquila pra evitar o trânsito pesado e em uns quinze minutos já tô lá. Quando chove eu acabo pegando um busão lotado, mas é raro. No fim prefiro pedalar mesmo, me sinto mais disposto chegando.",neutral,2
CLD_003_PT,young,male,Baiano,NH24_5,CLD_003_PT_NH24_5.wav,13.278875,"Ah, comprei umas coisas básicas mesmo, arroz, feijão, um pouco de carne pra semana. Peguei também umas frutas que tavam em promoção, mamão e banana. Ah, e não esqueci o café, que lá em casa não pode faltar de jeito nenhum.",neutral,2
CLD_003_PT,young,male,Baiano,NH48_6,CLD_003_PT_NH48_6.wav,15.368625,"Daqui eu consigo ver um pé de manga grandão no quintal do vizinho, todo carregado. Tem umas casinhas mais embaixo e o pessoal sempre passando na rua de manhã cedo. Quando o sol bate naquele final de tarde fica uma cor bonita no céu, sabe? Adoro ficar aqui só olhando o movimento.",happy,3
CLD_003_PT,young,male,Baiano,NH6_3,CLD_003_PT_NH6_3.wav,16.343875,"Rapaz, acordo já meio atrasado quase todo dia, viu? Levanto, escovo os dentes e vou direto pro café, que sem aquele cafezinho eu nem funciono. Aí dou uma olhada no celular, vejo as mensagens e me arrumo correndo pra não perder o ônibus. No fim das contas é sempre uma correria danada de manhã.",neutral,2
CLD_003_PT,young,male,Baiano,NL1_1,CLD_003_PT_NL1_1.wav,17.0869375,"Rapaz, minha semana é cheia viu. Segunda e quarta tenho aula de inglês de noite, terça é aquela reunião chata do trabalho que nunca acaba. Quinta eu faço academia e sexta geralmente fico livre, graças a Deus. Fora isso, domingo é dia de almoço na casa da minha mãe, isso aí é sagrado.",neutral,2
CLD_003_PT,young,male,Baiano,NL21_2,CLD_003_PT_NL21_2.wav,18.689125,"Ó, terminei agora há pouco um trabalho sobre saneamento básico aqui na minha cidade. Tive que ir atrás de um monte de dado, conversar com gente da prefeitura, foi um corre danado. No fim ficou massa, o professor até elogiou a parte das entrevistas. Só fiquei meio cansado porque virei a madrugada formatando aquilo tudo.",neutral,2
CLD_003_PT,young,male,Baiano,RH11_11,CLD_003_PT_RH11_11.wav,4.08375,"Eita, passei mesmo?! Achei que tinha mandado tudo errado, mano!",happy,5
CLD_003_PT,young,male,Baiano,RH18_12,CLD_003_PT_RH18_12.wav,4.87325,"Saiu, meu irmão! Agora é correr atrás de fazer dessa casa o nosso canto!",happy,5
CLD_003_PT,young,male,Baiano,RH21_13,CLD_003_PT_RH21_13.wav,3.9444375,"Ufa, no limite mas entreguei! Achei que não ia dar tempo.",relieved,4
CLD_003_PT,young,male,Baiano,RH25_14,CLD_003_PT_RH25_14.wav,5.5698125,"Achei, tava bem aqui o tempo todo! Já tava até suando frio achando que tinha ido embora.",relieved,4
CLD_003_PT,young,male,Baiano,RH2_10,CLD_003_PT_RH2_10.wav,5.5698125,"Graças a Deus, cara... eu já tava me preparando pro pior, mas deu tudo certo!",relieved,5
CLD_003_PT,young,male,Baiano,RH49_15,CLD_003_PT_RH49_15.wav,5.4769375,"Cara, que notícia boa! Tô até mais tranquilo agora, parece que tirou um peso das minhas costas.",relieved,4
CLD_003_PT,young,male,Baiano,RL0_1,CLD_003_PT_RL0_1.wav,5.337625,"Ô meu Deus, você voltou! Achei que não ia te ver mais, vem cá, seu danado!",happy,5
CLD_003_PT,young,male,Baiano,RL12_6,CLD_003_PT_RL12_6.wav,4.4088125,"Caraca, consegui mesmo! Todo aquele esforço valeu a pena, mano!",happy,5
CLD_003_PT,young,male,Baiano,RL17_7,CLD_003_PT_RL17_7.wav,4.2695,"Ufa, cheguei bem em cima! Mais um minutinho e eu tinha perdido.",relieved,4
CLD_003_PT,young,male,Baiano,RL1_2,CLD_003_PT_RL1_2.wav,4.548125,"Tirei um peso enorme das costas, cara, já tava na hora de cuidar de mim de novo.",relieved,4
CLD_003_PT,young,male,Baiano,RL1_3,CLD_003_PT_RL1_3.wav,4.2230625,"Ufa, achei que tava lascado, mas no fim deu tudo certo, graças a Deus.",relieved,4
CLD_003_PT,young,male,Baiano,RL22_8,CLD_003_PT_RL22_8.wav,3.6658125,"Eita, caiu do céu! Era bem isso que eu tava precisando.",happy,4
CLD_003_PT,young,male,Baiano,RL27_9,CLD_003_PT_RL27_9.wav,5.802,"Pô, hoje é minha última vez entrando aqui... vai dar uma saudade danada desse lugar.",sad,4
CLD_003_PT,young,male,Baiano,RL7_4,CLD_003_PT_RL7_4.wav,4.6875,"Finalmente cheguei, agora é só largar tudo no chão e cair na cama.",relieved,4
CLD_003_PT,young,male,Baiano,RL7_5,CLD_003_PT_RL7_5.wav,4.0373125,"Ainda bem que foi só sonho, meu coração ainda tá disparado.",relieved,4
CLD_003_PT,young,male,Baiano,SH0_10,CLD_003_PT_SH0_10.wav,4.780375,"Cara, ele tava comigo desde que eu era pequeno... não acredito que ele se foi.",sad,4
CLD_003_PT,young,male,Baiano,SH19_12,CLD_003_PT_SH19_12.wav,4.1301875,"Mas como assim acabou? A gente tava tão bem ontem, eu não tô entendendo nada.",sad,4
CLD_003_PT,young,male,Baiano,SH28_13,CLD_003_PT_SH28_13.wav,6.498625,"Ô meu irmão, me dói ver você assim, deitado aí sem força nenhuma. Diz o que você tá precisando que eu corro.",sad,4
CLD_003_PT,young,male,Baiano,SH31_14,CLD_003_PT_SH31_14.wav,6.22,"Ah, não... eu tava contando os dias pra isso, cara. Agora vai ser só ficar em casa de novo?",sad,3
CLD_003_PT,young,male,Baiano,SH35_15,CLD_003_PT_SH35_15.wav,5.8484375,"Caramba, tá tudo tão quieto aqui... daria qualquer coisa pra ouvir a bagunça da minha família agora mesmo.",sad,4
CLD_003_PT,young,male,Baiano,SH9_11,CLD_003_PT_SH9_11.wav,5.0125625,"Eu não consigo nem respirar direito... me fala que isso não é verdade, por favor.",sad,5
CLD_003_PT,young,male,Baiano,SL18_4,CLD_003_PT_SL18_4.wav,4.7339375,"Pô, deixar a casa onde eu cresci... nem sei como vou explicar isso pra minha mãe.",sad,4
CLD_003_PT,young,male,Baiano,SL1_1,CLD_003_PT_SL1_1.wav,4.4088125,"Não acredito que eles fizeram isso comigo, eu dei o meu melhor ali todo dia...",sad,4
CLD_003_PT,young,male,Baiano,SL23_5,CLD_003_PT_SL23_5.wav,5.1983125,"Sério que você acha que é frescura minha? Eu abri o jogo achando que ia ter apoio, não isso.",sad,4
CLD_003_PT,young,male,Baiano,SL23_6,CLD_003_PT_SL23_6.wav,4.5016875,"Pô, depois de tudo que a gente passou junto, você simplesmente me dá as costas assim?",sad,4
CLD_003_PT,young,male,Baiano,SL25_7,CLD_003_PT_SL25_7.wav,4.8268125,"Cara, procurei a casa inteira e nada... era a única coisa que eu não queria ter perdido.",sad,4
CLD_003_PT,young,male,Baiano,SL39_8,CLD_003_PT_SL39_8.wav,4.780375,"Sério que vocês foram sem mim? Nem um ""vem com a gente"" eu mereci, né...",sad,3
CLD_003_PT,young,male,Baiano,SL45_9,CLD_003_PT_SL45_9.wav,5.151875,"Quanto tempo você tava me olhando na cara e mentindo, hein? Some daqui, eu não quero nem te ver.",angry,5
CLD_003_PT,young,male,Baiano,SL6_2,CLD_003_PT_SL6_2.wav,6.03425,"Cara, treinei o ano inteiro pra isso... e me deixaram de fora assim, sem nem uma explicação direito.",sad,4
CLD_003_PT,young,male,Baiano,SL7_3,CLD_003_PT_SL7_3.wav,4.5945625,"Ah, não... era só isso que eu tinha pra comer hoje, sério mesmo?",sad,4
CLD_004_PT,young,male,Mineiro,AH20_8,CLD_004_PT_AH20_8.wav,3.4335625,"Ah, não, logo agora que eu tava com pressa, uai.",angry,4
CLD_004_PT,young,male,Mineiro,AH20_9,CLD_004_PT_AH20_9.wav,4.8268125,"Ô meu, cê não viu que eu tava aqui não? Olha o que cê fez no meu carro!",angry,4
CLD_004_PT,young,male,Mineiro,AH23_10,CLD_004_PT_AH23_10.wav,5.1983125,"Logo você, cara... eu nunca ia imaginar que você ia mentir na minha cara desse jeito.",sad,4
CLD_004_PT,young,male,Mineiro,AH23_11,CLD_004_PT_AH23_11.wav,5.059,"Pô, eu também tava falando aqui, ó... parece que o que eu penso não conta pra nada.",angry,3
CLD_004_PT,young,male,Mineiro,AH26_12,CLD_004_PT_AH26_12.wav,4.3159375,"Ô, calma aí, eu não fiz nada disso, tá colocando a culpa na pessoa errada.",angry,4
CLD_004_PT,young,male,Mineiro,AH33_13,CLD_004_PT_AH33_13.wav,3.71225,"Olha, não dá pra conversar assim, cê não tá nem ouvindo o que eu falo.",angry,4
CLD_004_PT,young,male,Mineiro,AH41_14,CLD_004_PT_AH41_14.wav,3.2478125,"Ô, quem te ensinou a falar assim com os outros?",neutral,2
CLD_004_PT,young,male,Mineiro,AH44_15,CLD_004_PT_AH44_15.wav,5.0125625,"Pô, será que dá pra abaixar esse som? Eu preciso dormir, já tá tarde.",angry,3
